Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Masa susah ditanggung rakyat,
Pemerintah hulur rebat perbelanjaan;
     Betapa payah menjunjung akhirat,
     Biar betah tutur dan perbuatan.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ditanggung, masa, pemerintah, rakyat,, susah",14.0,ya,2022-04-17,2022-04-17
"Dahulu memakai telefon berdial,
Kini menggunakan telefon bijak;
     Dungu merungkai terkial-kial,
     Dengan pendidikan hidup dianjak.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"memakai, berdial,, kini, telefon, dahulu",23.0,ya,2022-04-17,2022-04-17
"Kecerdasan buatan mengambil alih,
Urusan penciptaan dan kawalan insan;
     Ketulusan tindakan kini disisih,
     Sebagai ukuran pada kejayaan. ",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kecerdasan, buatan, mengambil, urusan, alih,",14.0,ya,2022-04-17,2022-04-17
"Kereta khabarnya boleh terbang,
Robot bertambah cerdik dan canggih;
     Nista sifatnya senantiasa menentang,
     Ribut memecah permukaan buih.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"boleh, terbang,, kereta, robot, khabarnya",15.0,ya,2022-04-17,2022-04-17
"App mengatur rangkaian kehidupan, 
Tekonologi canggih memudah cara;
     Jiwa dibentur rantaian gangguan,
     Pendirian bersih indah diselenggara.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tekonologi, app, rangkaian, kehidupan,, mengatur",17.0,ya,2022-04-17,2022-04-17
"Realiti maya merubah tanggapan,
Dunia lahiriah dapat dipadankan;
     Sisi gaya merubah penampilan,
     Ciri rohaniah tetap dipertahankan.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tanggapan,, merubah, dunia, maya, realiti",18.0,ya,2022-04-17,2022-04-17
"Orang Eropah serta Peranakan,
Memilih Katong menebar budaya;
     Hidup ditempah dengan keyakinan,
     Membenih untung mengakar upaya.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"orang, peranakan,, serta, eropah, memilih",24.0,ya,2022-04-17,2022-04-17
"Dahulu berhubung dengan surat,
Di skrin komputer kini bersapa;
     Sungguh beruntung menyelam makrifat,
     Sekelip mata sudah berjumpa.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"surat,, dengan, di, berhubung, dahulu",19.0,ya,2022-04-17,2022-04-17
"Simpan maklumat di cakra padat,
Kini dikumpul di platform awanan;
     Dunia dilihat sekadar kelibat,
     Rindu berkumpul di Hari Pembalasan.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, cakra, simpan, padat,, maklumat",18.0,ya,2022-04-17,2022-04-17
"Bandar hijau wawasan jauh,
Alam subur di samping pembangunan;
     Pemikiran kacau jika ditempuh,
     Sekadar mengubur bukan menghidupkan.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"alam, jauh,, hijau, bandar, wawasan",17.0,ya,2022-04-17,2022-04-17
"Dari sembilan hingga ke lima,
Rutin bekerja selama seminggu;
     Diri terkilan begitu lama,
     Mesin didera sehingga dungu.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lima,, sembilan, ke, hingga, dari",21.0,ya,2022-04-17,2022-04-17
"Suami isteri bekerja keras,
Menampung biaya tuntutan hidup;
     Jarang memberi sedekah ikhlas,
     Tidakkan kaya jiwa menguncup.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bekerja, suami, isteri, menampung, keras,",21.0,ya,2022-04-17,2022-04-17
"Lif rosak naik tangga,
Dari kolong ke tingkat atas;
     Dada sesak tidak terhingga,
     Diri berbohong peringkat culas.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"rosak, lif, tangga,, naik, dari",16.0,ya,2022-04-17,2022-04-17
"Bersiar indah kota gemilang,
Mudah lupa masa beralih;
     Tersasar lidah tidak bertulang,
     Madah serupa kaca serpih.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bersiar, gemilang,, indah, kota, mudah",21.0,ya,2022-04-17,2022-04-17
"Naik teksi berhawa dingin,
Perjalanan bas biasa lambat;
     Suka beraksi nafsu teringin,
     Usah terbabas bisa mudarat.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"perjalanan, teksi, naik, dingin,, berhawa",22.0,ya,2022-04-17,2022-04-17
"Bekerja di pejabat siang dan malam,
Mencari duit melunas hutang;
     Berniat jahat walang berdendam,
     Jiwa sempit lemas digalang.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"siang, bekerja, di, pejabat, dan",17.0,ya,2022-04-17,2022-04-17
"Naik MRT tukar bas,
Dari kota ke rumah sendiri;
     Berhati-hati bertukar asas,
     Dari mengata berbenah diri.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tukar, bas,, naik, mrt, dari",14.0,ya,2022-04-17,2022-04-17
"Kadang-kadang MRT rosak,
Para penumpang berang gelisah;
     Kadang-kadang hati bergejolak,
     Di kala bimbang menanggung susah.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"rosak,, penumpang, kadang-kadang, mrt, para",16.0,ya,2022-04-17,2022-04-17
"Stesen MRT dirancang lokasi,
Pusat bandar kawasan perumahan;
     Ruang hati terang terisi,
     Sarat pendar ihsan dan iman.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lokasi,, dirancang, stesen, pusat, mrt",21.0,ya,2022-04-17,2022-04-17
"MRT terang insan berpencar,
Suasana gelap masuk terowong;
     Hati riang iman bersinar,
     Bertukar malap dirasuk bohong.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berpencar,, suasana, terang, mrt, insan",15.0,ya,2022-04-17,2022-04-17
"Naik bas penuh sesak,
Tempat duduk tiada yang kosong;
     Niat membalas gopoh bertindak,
     Kesumat terperuk jiwa terpesong.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"penuh, sesak,, naik, bas, tempat",15.0,ya,2022-04-17,2022-04-17
"Estet kejiranan rumah pangsa,
Antara penduduk sering bersendirian;
     Terhimpit perasaan jiwa diseksa,
     Antara merajuk dengan ketinggalan.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"estet, pangsa,, rumah, antara, kejiranan",16.0,ya,2022-04-17,2022-04-17
"Gegas perjalanan ke tujuan akhir,
Kenderaan tersekat di lalu lintas;
     Ikhlas ukuran tindakan zahir,
     Kehinaan tercatat minta dibalas.",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"gegas, perjalanan, ke, akhir,, tujuan",18.0,ya,2022-04-17,2022-04-17
"Ciri majmuk kota kosmopolitan,
Antara puak menjaga kerukunan;
     Hati berkecamuk kata bercanggahan.
     Menuntut hak serta keistimewaan. ",Isa Kamari,Kota,Pantun Moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ciri, majmuk, kosmopolitan,, kota, antara",18.0,ya,2022-04-17,2022-04-17
"Menaiki bas sungguhlah sesak,
mana ceruk tiada yang kosong;
Niat terbabas gopoh bertindak,
dendam terperuk jiwa terpesong.",Isa Kamari,Kota,4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menaiki, sungguhlah, sesak,, mana, bas",23.0,ya,2022-04-17,2022-04-17
"MRT terang insan berpencar,
Suasana gelap masuk terowong;
Hati riang iman bersinar,
Bertukar malap dirasuk bohong.",Isa Kamari,Kota,4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berpencar,, suasana, terang, mrt, insan",15.0,ya,2022-04-17,2022-04-17
"Ciri majmuk kota kosmopolitan,
Antara puak menjaga kerukunan;
Hati berkecamuk kata bercanggahan.
Menuntut hak serta keistimewaan. ",Isa Kamari,Kota,4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ciri, majmuk, kosmopolitan,, kota, antara",18.0,ya,2022-04-17,2022-04-17
"Estet kejiranan rumah pangsa,
Antara penduduk sering bersendirian;
Terhimpit perasaan jiwa diseksa,
Antara merajuk dengan ketinggalan.",Isa Kamari,Kota,4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"estet, pangsa,, rumah, antara, kejiranan",16.0,ya,2022-04-17,2022-04-17
"Gegas perjalanan ke tujuan akhir,
Kenderaan tersekat di lalu lintas;
Ikhlas ukuran tindakan zahir,
Kehinaan tercatat minta dibalas.",Isa Kamari,Kota,4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"gegas, perjalanan, ke, akhir,, tujuan",18.0,ya,2022-04-17,2022-04-17
"Ditebar-tebar sayapnya angsa,
parang dikepit nampaklah ulu;
Tersenyum lebar sepanjang masa,
dijangkit Covid orang tak tahu.",CG Karmin Abbas,Covid,Guran,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ditebar-tebar, angsa,, sayapnya, parang, dikepit",24.0,ya,2022-04-15,2022-04-15
"Di tengah pekan ramai penjaja,
lauknya hangat berdapur arang;
 Ketika makan minum semeja,
kitapun ingat yang sorang-sorang.",CG Karmin Abbas,Puasa,BErbuka,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, pekan, penjaja,, ramai, tengah",25.0,ya,2022-04-14,2022-04-14
"Menggemal-gemal sulur di kali,
sebelum alum hantar seberang;
Cuba amal sikap peduli,
agar maklum masalah orang.",CG Karmin Abbas,Peduli,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"sebelum, sulur, menggemal-gemal, di, kali,",25.0,ya,2022-04-14,2022-04-14
"Merah menyala isi tembikai,
gulai gurami ulam penggaga;
Kitar semula barang terpakai,
semoga bumi kelak terjaga.",CG Karmin Abbas,Penjagaan Alam Sekitar,Kitar semula,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tembikai,, menyala, merah, gulai, isi",25.0,ya,2022-04-13,2022-04-13
"Subur melata tumbuh kedangsa,
Pohonnya rendang di Tanah Betawi;
Bumi derita diracun sisa,
Kempen dicanang memulih pertiwi.
",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melata, subur, pohonnya, tumbuh, kedangsa,",22.0,tidak,2022-04-13,2022-04-13
"Megah berdiri takhta adipati,
Bersiul kenari diiring irama,
Panorama pertiwi terbentang bersemi,
Khazanah dipelihara peranan bersama.",NURUL AIN SYUHADA BINTI ZUL HUSNI SEREMBAN 2,Sayangi Alam Sekitar,Jagalah alam sekitar ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"megah, adipati,, berdiri, bersiul, takhta",15.0,tidak,2022-04-13,2022-04-13
"Pergi ke kota membeli bunga ,
Bunga dibeli mekar sekali ;
Alam sekitar hendaklah dijaga ,
Semoga hidup sentiasa diberkahi .",NURDINIBATRISYIABINTIMOHDSUKORJEMPOLJELEBU,JAGALAH ALAM SEKITAR,JAGALAH ALAM SEKITAR/JAGALAH BUMI KITA,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ke, membeli, kota, bunga, pergi",14.0,tidak,2022-04-13,2022-04-13
"Dunia dan manusia sentiasa bersatu,
Langit indah laksana gempita,
Hidup kita saling membantu,
Bersama-sama menjaga bumi kita. ",Nurnafisah binti abdullah ,Sayangilah alam sekitar ,Jagalah bumi kita ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"manusia, dunia, dan, sentiasa, bersatu,",17.0,tidak,2022-04-13,2022-04-13
"Pohon segar di hutan belantara,
Sinar mentari menghiasi mata,
Alam sekitar perlu dipelihara,
Agar dinikmati generasi muda",NURDAMIAHUSNABINTISAIFULAZUARSMKASHAMS,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hutan, belantara,, pohon, di, segar",21.0,tidak,2022-04-13,2022-04-13
"Orang Iban mahupun Bajau,
Di atas bumi kita berjlan,
Meminimumkan kesan rumah hijau,
Melakar negara yang bebas kotoran",SITINURZUNAIRAHSMKASHAMS,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"orang, bajau,, di, mahupun, iban",20.0,tidak,2022-04-13,2022-04-13
"Terpijak ranjau tanam merata,
Batang jerami permainan paduka,
Bumi hijau tanggungjawab kita,
Agar bumi tidak terluka.",INTANAZHANI SMKJELAI KUALAPILAH,sayangi alam sekitar,jagalah bumi kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"batang, merata,, tanam, ranjau, terpijak",23.0,tidak,2022-04-13,2022-04-13
"Tanjung tuan hujung benua,
Menjelang malam indahnya rasa,
Bumi kian menjadi tua,
Jagalah alam sebelum binasa.
",Nur Alya Natasha Binti Fazrul Anwar (SMK Jelai KP)(kuala pilah),sayangi alam sekitar,jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tanjung, tuan, hujung, menjelang, benua,",23.0,tidak,2022-04-13,2022-04-13
"Udara di bazaar berbau wangi ,
Juadahnya enak tidak tertahan ,
Bumi kita haruslah disayangi ,
Anugerah terindah daripada Tuhan .",INSYIRAHHISHAMUDINSMKASHAMS,"Sayangi Bumi, Menginsani Teknologi",Pantun 4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, udara, wangi, berbau, bazaar",18.0,tidak,2022-04-13,2022-04-13
"Haruman akasia nian mempersona,
Menjadi perhiasan petera sejata,
Kerana manusia bumi merana, 
Wahai insan jagalah bumi kita",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menjadi, nian, haruman, mempersona,, akasia",19.0,tidak,2022-04-13,2022-04-13
"daun selasih di tepi sumur, 
dipetik sudah si anak betapa,
negara bersih rakyat makmur,
persekitaran indah tanggung jawab semua",Harith Danish,sayangi alam sekitar,jagalah alam sekitar ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, di, selasih, tepi, sumur,",17.0,tidak,2022-04-13,2022-04-13
"bayu laut menghembus sayu,
dengusan bumi kuat kedengaran,
cintakan alam janganlah layu,
bumi hijau berlegar di fikiran",HUSNAFARHANAHSEREMBAN1,Sayangi Alam Sekitar,ingatan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"laut, dengusan, sayu,, bayu, menghembus",21.0,tidak,2022-04-13,2022-04-13
"Indah bumi ini tidak terperi, 
Menjadi bukti kurnia Ilahi,
Bumi ini jangan dicemari,
Kelak nanti tepuk dahi.",Nur Hafizah binti Mohamed Akram SMKA SHAMS SEREMBAN 1,Sayangi Alam Sekitar,4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terperi,, bumi, indah, tidak, ini",20.0,tidak,2022-04-13,2022-04-13
"Menyelak surat menghadam matan,
Ilmu setinggi puncak menara.
Mendidik rakyat menyayang hutan,
Mampu jagakan berlian negara.
",Ilya Dalilah SMKA SHAMS,Sayangi alam sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"surat, ilmu, matan,, menghadam, menyelak",23.0,tidak,2022-04-13,2022-04-13
"Tumbuh gedangsa sepanjang jalan,
Merimbun sena dalam belantara;
Asingkan sisa jadikan amalan,
Insan cakna jagat sejahtera",DANISH YUSRI(SEREMBAN 2),Jagalah Alam Sekitar,Jagalah Bumi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"merimbun, sepanjang, tumbuh, jalan,, gedangsa",23.0,tidak,2022-04-13,2022-04-13
"Megah rupawan si burung enggang,
  Datang menghinggap di pohon meranti,
Setinggi awan bumi disayang,
  Harus dijaga sepenuh hati.",MUHAMMAD ANIQ ZAFRAN BIN IZWAH YUDY SMKA SHAMS,sayangi alam sekitar,jagalah bumi kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"megah, enggang,, si, burung, rupawan",21.0,tidak,2022-04-13,2022-04-13
"Megah berdiri takhta adipati,
Bersiul tempua diiring irama,
Panorama pertiwi terbentang bersemi,
Khazanah dipelihara peranan bersama.",NURUL AIN SYUHADA BINTI ZUL HUSNI,Sayangi alam sekitar,Jagalah bumi kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"megah, adipati,, berdiri, bersiul, takhta",15.0,tidak,2022-04-13,2022-04-13
"Padi jerami hujung dahan sana,
Dibuat makan pada semasa,
Jagalah bumi dengan sempurna,
Agar kehidupan tidak terseksa",SYAZAADHASEREMBAN2,Sayangi Alam Sekitar,Pantun 4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sana,, jerami, dahan, hujung, padi",22.0,tidak,2022-04-13,2022-04-13
"Bulan sirna malam berduka,
Entah sakit muram merayu,
Jangan dicela alam pawana,
Padah satelit merakam pelaku.",NURFARAHCAMELIA_SEREMBAN2,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sirna, malam, entah, bulan, berduka,",18.0,tidak,2022-04-13,2022-04-13
