Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Gunung Kinabalu tersergam indah,
Tingginya bagaikan tidak terjangkau;
Alam sekitar tak akan pernah indah,
Jika punca pencemaran ialah engkau.
",ANIQ NAJMI SMKA SHAMS,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"indah,, tingginya, gunung, kinabalu, tersergam",23,tidak,13/04/2022,13/04/2022
"Hari malam gelap gelita,
Tanpa teman bintang beratus,
Alam telah indah dicipta,
Tapi musnah akibat rakus.",MUIZZUDDIN SMKA SHAMS,Sayangi alam sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"malam, gelap, gelita,, hari, tanpa",21,tidak,13/04/2022,13/04/2022
"Indah malam tanpa pelita,
Terbang beramai si rama-rama,
Janganlah lupa peranan kita,
Persekitaran indah tanggungjawab bersama.",NURADLEENAKOLEJVOKASIONALKUALAKLAWANGJELEBU,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pelita,, malam, indah, terbang, tanpa",17,tidak,13/04/2022,13/04/2022
"pergi berkelah di tepi laut, 
berenang-renang ke tepian muara,
kita perlu melestarikan laut, 
agar khazanahnya terpelihara",FATIN FARHANA_SEREMBAN1,Sayangi Alam Sekitar ,Jagalah alam sekitar ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berkelah, di, laut,, tepi, pergi",22,tidak,13/04/2022,13/04/2022
"Pangkin kayu terasa selesa
Janganlah tidur sentiasa peka
bumi dijaga aman sentosa
Jagalah bumi kita janganlah leka
",Alya Maisarah SMKA SHAMS,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kayu, terasa, janganlah, pangkin, selesa",21,tidak,13/04/2022,13/04/2022
"Duduk berkasih tepian telaga,
Lumrah dalam teruna dara;
Sungai bersih khazanah berharga,
Kelangsungan alam kekal terpelihara.",NUR ZULAIQAH_SMK DATUK HAJI ABDUL SAMAD_PORT DICKSON,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lumrah, duduk, tepian, berkasih, telaga,",20,tidak,13/04/2022,13/04/2022
"Planet orbit tepat kiraan,
Ciptaan allah rasaan hebat;
bumi kita mesti aman,
mata kita tiada penat. ",FAIZSMKASHAMS,Sayangi Alam Sekitar,4 Rangkap,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ciptaan, kiraan,, planet, tepat, orbit",14,tidak,13/04/2022,13/04/2022
"Sembah salam teruna nakhoda,
Senyum meniti bibir si dara,
Jagalah alam tidak ternoda,
Bumi pasti aman sejahtera.",AZLINA AZLAN JEMPOL,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"senyum, salam, sembah, teruna, nakhoda,",25,tidak,13/04/2022,13/04/2022
"Rasa gementar tidak terduga,
Kerana mencari seorang kekasih,
Alam sekitar perlu dijaga,
Supaya bumi sentiasa bersih.",NURUL AIN NABILAH PORT DICKSON,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kerana, rasa, tidak, gementar, terduga,",22,tidak,13/04/2022,13/04/2022
"Apabila hari bertambah kelam,
Lari dara membawa pelita,
Marilah duhai lestarikan alam,
Alam terpelihara hidup bahagia.",MUHAMMAD NAZIM BIN ZAINAL (SEREMBAN 2),Sayangi alam sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kelam,, lari, apabila, bertambah, hari",20,tidak,13/04/2022,13/04/2022
"Buah mangga sibuah kuini,
Dimakan kera tidak tersisa,
Flora dijaga fauna disantuni,
Alam dipelihara manusia sentosa.",DAYANGSEREMBAN1,SAYANGI ALAM SEKITAR,JAGA ALAM SEKITAR,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sibuah, buah, mangga, dimakan, kuini,",20,tidak,13/04/2022,13/04/2022
"biji selasih tabur merata
jatuh di titi timpa pedada
negara bersih indahnya kota
andai di jeti plastik tiada",NUR IZZAH IZWANI (REMBAU),Sayangi Alam Sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"biji, selasih, merata, tabur, jatuh",25,tidak,13/04/2022,13/04/2022
"Apabila hari bertambah kelam,
Lari dara membawa pelita,
Marilah duhai lestarikan alam,
Alam terpelihara hidup bahagia.",MUHAMMAD NAZIM BIN ZAINAL (SEREMBAN 2),Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kelam,, lari, apabila, bertambah, hari",20,tidak,13/04/2022,13/04/2022
"Kalau ada bunga yang cantik di hutan,
Boleh kita tumpang memetik,
Kalau ada umur yang panjang di hutan,
Boleh kita berjumpa lagi.
",PUTERI SARAH SMKA SHAMS,Sayangi Alam Sekitar,Pantun 4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kalau, yang, cantik, ada, bunga",20,tidak,13/04/2022,13/04/2022
"Pergi Sabah bersama teman,
Gunung Kinabalu tempat dakian;
Menjaga alam sekitar satu amalan,
Agar Malaysia tetap nyaman.",MuhammadNurfikri bin Norzaid Rembau,sayangi alam sekitar,#NAME?,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"teman,, sabah, bersama, gunung, pergi",14,tidak,13/04/2022,13/04/2022
"Udara kencangan menjadi nyaman

Matahari terbit di waktu pagi

Laut kebiruan dijadikan  taman

Bersyukur pada pemberian Ilahi",Riyad SMKA SHAMS,Sayangi  Alam sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menjadi, udara, matahari, kencangan, nyaman",20,tidak,13/04/2022,13/04/2022
"berjalan-jalan terlihat kekok,
bunga semi kesayangan kami,
tanpamu pokok,
bagaimanalah kami",DAMIA QASHREENA IRDINA BT NOR NADZURI SEREMBAN2,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terlihat, berjalan-jalan, bunga, kekok,, semi",15,tidak,13/04/2022,13/04/2022
"Hari malam gelap gelita,
Tanpa teman bintang beratus,
Alam telah indah dicipta,
Tetapi musnah akibat rakus.",Muizzuddin bin Mohammad Hafeiz,Sayangi Alam Sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"malam, gelap, gelita,, hari, tanpa",20,tidak,13/04/2022,13/04/2022
"indah nian dimusim semi,
berlari-lari diatas titi,
jagalah bumi, 
tenanglah hati",DAMIASEREMBAN2,sayangi alam sekitar,nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"nian, semi,, indah, dimusim, berlari-lari",15,tidak,13/04/2022,13/04/2022
"Burung merpati terbang di awan, 
Senja menjelang ditangkap helang;
Remaja berkualiti penjana wawasan,
Malaysia cemerlang gemilang terbilang.",Tee Wei Qi,Patriotik,empat kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"awan,, di, burung, terbang, merpati",17,tidak,13/04/2022,13/04/2022
"usah dikejar,anak diraja,
risau nanti,dilempar batu
sahsiah pelajar,membentuk remaja
membangun ekonomi,negara maju",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"dikejar,anak, nanti,dilempar, risau, diraja,, usah",20,tidak,13/04/2022,13/04/2022
"Hari malam gelap gelita,
Angin teluk menyisir pantai,
Alam telah indah dicipta,
Mengapa mahu musnahkan ia?

",Muizzuddin,Sayangi alam sekitar,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"malam, angin, gelap, gelita,, hari",20,tidak,13/04/2022,13/04/2022
"Halia ini tanam-tanaman,
Ke barat juga akan condongnya,
Dunia ini pinjam-pinjaman,
Akhirat juga akan sudahnya",Alysa Farhanah bt Zakaria,Pantun Ramadhan,Pantun Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"tanam-tanaman,, ke, ini, halia, barat",25,tidak,13/04/2022,13/04/2022
"Delima batu dipenggal-penggal,
Bawa galah ke tanah merah ;
Lima waktu kalau ditinggal,
Allah taala memang marah.
",Siti Ai’shah Bt Mohd Azhar,Pantun Ramadhan,pantun nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"delima, galah, bawa, dipenggal-penggal,, batu",23,tidak,13/04/2022,13/04/2022
"berehat sebentar dalam kereta,
sambil berehat terpanah jejaka,
alam sekitar harus dijaga,
bumi hijau khazanah negara.",zulaikha solehah ,alam sekitar,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kereta,, dalam, sebentar, sambil, berehat",20,tidak,13/04/2022,13/04/2022
"Ada teratak di hujung kampung,
di bawah cermin kopak ada kotak,
sembunyi bawahnya ada tempurung,
sembunyi bawahnya katak melalak",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kampung,, di, hujung, ada, teratak",18,tidak,13/04/2022,13/04/2022
"Nasi goreng dibuang ibu,
makanan esok kentang putar,
elakkan bazir makanan beribu,
kelak dapat menjaga sekitar",zulaikha solehah ,alam sekitar,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"makanan, ibu,, dibuang, goreng, nasi",22,tidak,13/04/2022,13/04/2022
"berjalan-jalan di tepi tasik,
bila berjalan perlu berhati,
alam di jaga kan cantik,
agar dilihat semua generasi.",RifqyMikael Bin Roselee,Alam Sekitar,pantun 4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tasik,, di, tepi, bila, berjalan-jalan",14,tidak,13/04/2022,13/04/2022
"Berjalan sunti dengan perlahan,
Berhenti sebentar di tengah bendang;
Busana tradisi menjadi pilihan,
Selesa dipakai cantik dipandang.",SITI NUR DINI,Pakaian Tradisi,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berhenti, berjalan, sunti, dengan, perlahan,",21,tidak,13/04/2022,13/04/2022
"pohon turi rendang sentiasa
sambal belacan lazat sekali
akal budi akhlak mulia
jadi teladan amalan pekerti",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pohon, rendang, turi, sentiasa, sambal",18,tidak,13/04/2022,13/04/2022
"Kicauan burung hilang sepi
Duduk termenung di luar balkoni
Alam sekitar dijaga rapi
Agar hidup menjadi harmoni",NURUL AFRINA SHAMS,Alam Sekitar,4 rangkap,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sepi, hilang, kicauan, burung, duduk",22,tidak,13/04/2022,13/04/2022
"sebulan berpuasa di bulan ramadan,
di malam raya bermain mercun;
mergastua menangis tersedu-sedan,
air diteguk terasa racun.",ayuni smk(j),alam sekitar,pantun 4 rangkap,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sebulan, ramadan,, di, bulan, berpuasa",21,tidak,13/04/2022,13/04/2022
"Ombak yang tenang di pantai,
adik dan sekeluarga bersantai.
Membuang sampah haruslah berpandai,
janganlah membuang merata-rata di lantai.",Auni Maisarah Binti Nor Azman ,Alam sekitar,Pantun nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"tenang, pantai,, di, yang, ombak",15,tidak,13/04/2022,13/04/2022
"Kais pagi makan pagi,
makan pula ikan sepat,
kalau suka jangan pergi,
boleh datang meminang cepat", syakirah ,perkahwinan,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kais, pagi, pagi,, makan",18,tidak,13/04/2022,13/04/2022
"Berjalan-jalan di tepi tasik
Bila berjalan perlu berhati
Alam dijaga kan cantik
Agar dilihat semua generasi",Alysa Farhanah bt Zakaria,Pantun Alam Sekitar,Pantun Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"tasik, di, tepi, bila, berjalan-jalan",14,tidak,13/04/2022,13/04/2022
"Pergi ke kota bersama teman
Kota Melaka tempat pilihan 
menjaga sungai jadi amalan
agar tidak berlaku pencemaran",Alya Maisarah Binti Mohad Nanzeri,Alam Sekitar,Pantun nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"ke, bersama, teman, kota, pergi",18,tidak,13/04/2022,13/04/2022
"Pisang emas dibawa belayar,
Masak sebiji di atas peti,
Hutang emas boleh dibayar,
Hutang budi di bawa mati",NUR AIN MARHANIES BINTI OTHMAN,Tiada,Tiada,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pisang, masak, belayar,, dibawa, emas",24,tidak,13/04/2022,13/04/2022
"terang bulan terang di paya
anak kambing memakan rumput
jika tak kenang kepada saya
nama yang baik tidak tersebut",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bulan, terang, di, paya",21,tidak,13/04/2022,13/04/2022
"adik mengait buah pulasan,
dikait buah dalam hutan tebal,
janganlah kita bermalas-malasan,
nanti diri yang menanggung bebal
","farisa, shams",buah,tiada,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mengait, buah, dikait, pulasan,, adik",22,tidak,13/04/2022,13/04/2022
"Terbang melayang si rama-rama
Terbang tinggi di pohon ara
Dalam persahabatan budi diutama
Agar hubungan kekal sejahtera",FARISSA DANIA ,Budi Bahasa,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terbang, rama-rama, melayang, si",18,tidak,13/04/2022,13/04/2022
"padi ini semumba mumba,
daun kurma daun cempedak, 
macam mana hati tidak hiba, 
entah bertemu entah tidak",zulaikha syakirah ,Kerinduan ,empat kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, ini, semumba, padi, mumba,",22,tidak,13/04/2022,13/04/2022
"Laut biru, laut Cina selatan
Berlabur la kapal Hang Tuah
terciptalah sejarah didaratan
Negaraku sememangnya bertuah",AISYAH BATRISYIA BINTI YAHYA,sejarah,bebas,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"biru,, laut, cina, selatan",22,tidak,13/04/2022,13/04/2022
"pergi ke kedai membeli bunga,
bunga dibeli cantik sekali,
alam sekitar perlu dijaga,
agar hidup sentiasa harmoni
",Siti Ai’shah Bt Mohd Azhar,Pantun Alam Sekitar,Pantun Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"bunga,, ke, membeli, kedai, pergi",18,tidak,13/04/2022,13/04/2022
"Pergi berjalan di tepi laut
Menghayati pemandangan bersama si ara
Hendaklah kita menjaga kebersihan laut
Agar khazanah laut dipelihara",Farah Camelia,Alam Sekitar,4 rangkap,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berjalan, di, laut, tepi, pergi",17,tidak,13/04/2022,13/04/2022
"Bangun pagi gosok gigi
Lepas mandi minum kopi
Mari adik pergi mengaji
Moga ilmu diberkati
",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"gigi, lepas, pagi, gosok, bangun",14,tidak,13/04/2022,13/04/2022
"Mekar melati menghias alam 
Di tanah landai dipetik dara
Dilanggar pasti hukumnya alam
jika badai plastik di muara",NUR IZZAH IZWANI (DASERA),alam sekitar,nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"melati, alam, di, menghias, mekar",25,tidak,13/04/2022,13/04/2022
"sungguh cantik bak permata,
setiap hari selalu dinanti,
 sungguh cantik bak permata,
setiap jumpa jauh dihati.",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"permata,, setiap, sungguh, bak, cantik",19,tidak,13/04/2022,13/04/2022
"Hinggap kumbang di ranting rambai,
tepi perigi pohon nangka;
Hidung kembang rambut serabai,
mana pergi orang tak suka.",CG Karmin Abbas,Diri,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"kumbang, ranting, di, rambai,, hinggap",25,ya,10/04/2022,10/04/2022
"Pisang emas dibawa belayar,
Masak sebiji di atas peti;
hutang emas boleh dibayar,
Hutang budi dibawa mati.",Ros,Nasihat,Tauladan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pisang, masak, belayar,, dibawa, emas",25,tidak,02/04/2022,04/04/2022
"Cantiknya kuang tidak terkata;
semakin lenyap makin terdesak
Kalau membuang plastik merata,
bumi mencungap menjadi rosak.",CG Karmin Abbas,Alam Sekitar,Penjagaan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"semakin, kuang, cantiknya, tidak, terkata;",24,tidak,04/04/2022,04/04/2022
"Cantiknya kuang tidak terkata,
semakin lenyap makin terdesak;
Kalau membuang plastik merata,
bumi mencungap menjadi rosak.",CG Karmin Abbas,Alam Sekitar,Menjaga ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terkata,, semakin, kuang, cantiknya, tidak",24,tidak,04/04/2022,04/04/2022
"Hilir ke hulu sambut Ramadan,
sungai berceruk orang bersampan;
Kisah lalu menjadi tauladan,
buanglah buruk baik disimpan.",CG Karmin Abbas,Ramadan,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"hulu, ramadan,, ke, sambut, hilir",25,tidak,04/04/2022,04/04/2022
"Pisang emas dibawa belayar,
masak sebiji di atas peti;
hutang emas boleh dibayar,
hutang budi dibawa mati.",ROSIAH,budi,1,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pisang, masak, belayar,, dibawa, emas",24,tidak,03/04/2022,03/04/2022
